NOME FANTASIA;CNES;CNPJ;UF;MUNICIPIO;DATA DE ATUALIZAÇÃO
CAD CLINICA DO APARELHO DIGESTIVO;6205682;09583198000158;RJ;CAMPOS DOS GOYTACAZES;30/08/2018
CADI;3539229;04950104000118;SP;SAO PAULO;30/08/2018
CADI LABORATORIO CLINICO;2338874;03877107000100;GO;GOIANIA;30/08/2018
CADIM;3062694;04309245000156;MT;CUIABA;30/08/2018
CAEC;3222802;67167924000158;SP;CAMPINAS;30/08/2018
CAF CENTRO DE ATENDIMENTO FONOAUDIOLOGICO;5024137;07969905000113;MG;BARBACENA;30/08/2018
CAFISIO MULHER;7672160;20891165000108;PA;BELEM;30/08/2018
CAL;3470070;07908031000194;CE;FORTALEZA;30/08/2018
CALCENTRO DE ANALISES LABORATORIAIS LTDA;3034089;05569965000113;SC;ORLEANS;30/08/2018
CALDAS IMAGENS MEDICAS;9121692;26194832000180;GO;CALDAS NOVAS;30/08/2018
CALIL MEDICINA LABORATORIAL;7622708;17165957000190;MS;NOVA ALVORADA DO SUL;30/08/2018
CAM;3241017;14526487000155;BA;SALVADOR;30/08/2018
CAMP LAB;2731398;03271085000130;PR;CAMPINA DA LAGOA;30/08/2018
CAPEC LABORATORIOS;2656744;35293141000124;RN;NATAL;30/08/2018
CARDDIO;3109941;02575942000123;DF;BRASILIA;30/08/2018
CARDIO;7851235;22083876000181;PA;MARABA;30/08/2018
CARDIO CENTER RESENDE;3958035;01942204000104;RJ;RESENDE;30/08/2018
CARDIO DIAGNOSTICO;3156656;03375462000181;PB;CAMPINA GRANDE;30/08/2018
CARDIO DIAGNOSTICOS;3917762;07597058000103;GO;GOIANIA;30/08/2018
CARDIO L R;7826141;11135141000138;MG;PONTE NOVA;30/08/2018
CARDIO RITMO DIAGNOSTICOS;9005226;24535729000120;SP;JALES;30/08/2018
CARDIO VASCULAR;5480183;73726457000151;MS;DOURADOS;30/08/2018
CARDIOCAMP DIAGCAMP;3853268;00755689000164;SP;CAMPINAS;30/08/2018
CARDIOCENTER;5091322;08147075000101;RO;PORTO VELHO;30/08/2018
CARDIOCENTER CENTER;6016251;97131262000127;RS;CANOAS;30/08/2018
CARDIOCENTRO METODOS E DIAGNOSTICOS;3090191;01764015000199;RS;SANTA MARIA;30/08/2018
CARDIOCENTRO TAUBATE;2038927;60125325000122;SP;TAUBATE;30/08/2018
CARDIOCLIN;6472443;24081788000176;PE;RECIFE;30/08/2018
CARDIOCLINICA;5669707;06922133000100;BA;SALVADOR;30/08/2018
CARDIOCLINICA;7746342;18521999000180;MG;ALEM PARAIBA;30/08/2018
CARDIOCLINICA;3039838;03499951000145;DF;BRASILIA;30/08/2018
CARDIOCLINICA;6299857;00658554000180;MG;ARAXA;30/08/2018
CARDIODIAGNOSTICO;3113280;91093708000190;RS;SANTA MARIA;30/08/2018
CARDIOGRAPH;2171414;73746232000167;MG;JOAO MONLEVADE;30/08/2018
CARDIOIMAGEM CLINICA CARDIOLOGICA MEDICO HOSPITALAR;3210723;37161148000118;DF;BRASILIA;30/08/2018
CARDIOIMAGEM DIAGNOSTICOS CARDIOVASCULARES;7594984;18245960000187;CE;FORTALEZA;30/08/2018
CARDIOKID;5231434;10657726000155;RN;CAICO;30/08/2018
CARDIOLAB;7784805;21455582000170;MG;SALINAS;30/08/2018
CARDIOS;6382800;04811882000207;MG;ITAUNA;30/08/2018
CARDIOVASF INSTITUTO DO CORACAO DO VALE DO SAO FRANCISCO;6311687;09569536000105;PE;PETROLINA;30/08/2018
CARDIOX;7135726;16686467000177;MG;PARA DE MINAS;30/08/2018
CARE CENTRO AVANCADO DE REABILITACAO;3202860;05872705000112;MG;BELO HORIZONTE;30/08/2018
CARE FISIO POUSO ALEGRE;6377610;11174609000101;MG;POUSO ALEGRE;30/08/2018
CARE ONCOLOGIA;7999313;11864940000145;SP;TABOAO DA SERRA;30/08/2018
CARLOS CHAGAS LABORATORIO;3034631;00690553000113;ES;SERRA;30/08/2018
CASA DE CARIDADE LEOPOLDINENSE;2122650;22149165000162;MG;LEOPOLDINA;30/08/2018
CASA DE SAUDE E MATERNIDADE DE CAXIAS;2453622;06097687000101;MA;CAXIAS;30/08/2018
CASA VITTA HOSPITAL;2543443;86246675000130;SC;SAO MIGUEL DO OESTE;30/08/2018
CBA CENTRO DE BIOANALISES APLICADAS;6721567;54146915000139;SP;MORUNGABA;30/08/2018
CBA CENTRO DE BIOANALISES APLICADAS;6721567;54146915000139;SP;SOCORRO;30/08/2018
CBGE;3784290;02331883000148;BA;SALVADOR;30/08/2018
CBI ANALISES CLINICAS ITAPOLIS;2038749;66993155000184;SP;ITAPOLIS;30/08/2018
CBSISTEMAS FISIOTERAPIA E MOVIMENTO;6807003;01276843000188;RJ;RIO DE JANEIRO;30/08/2018
CCD;3650146;05373654000184;DF;BRASILIA;30/08/2018
CCI CENTRO CATARINENSE DE IMUNOTERAPIA LTDA;9100148;23982118000168;SC;FLORIANOPOLIS;30/08/2018
CD CENTRAL DE DIAGNOSTICO;3467317;02834314000115;RJ;RIO DE JANEIRO;30/08/2018
CDA CENTRO DE DIAGNOSTICO DE ARACRUZ;2360349;02118019000162;ES;ARACRUZ;30/08/2018
CDA CENTRO DE DIAGNOSTICO E ANALISES;3467783;51531069000182;SP;SAO PAULO;30/08/2018
CDA CENTRO DE DIAGNOSTICO POR ANALISE;6699537;12525717000136;ES;AFONSO CLAUDIO;30/08/2018
CDA COR CENTRO DE DIAG EM CARDIO ANDROMEDA;3671941;01146592000117;SP;SAO JOSE DOS CAMPOS;30/08/2018
CDA DIAGNOSTICO E ANALISES;5339286;51531069000425;SP;SANTOS;30/08/2018
CDA OFTALMOLOGIA;3961427;00750401000169;MG;BELO HORIZONTE;30/08/2018
CDA PALMAS CENTRO DIAGNOSTICO EM ANATOMIA PATOLOGIA;5921597;00779313000190;TO;PALMAS;30/08/2018
CDC CENTRO DE DIAGNOSTICO CANEDO;7409907;07137140000155;GO;SENADOR CANEDO;30/08/2018
CDC NH;2229730;00788269000184;RS;NOVO HAMBURGO;30/08/2018
CDI;3056279;38021176000100;DF;BRASILIA;30/08/2018
CDI CLINICA DE DESENVOLVIMENTO INTEGRADO;5858313;51701027000142;SP;SAO PAULO;30/08/2018
CDI DIAGNOSTICOS EM COLOPROCTOLOGIA;3480860;04388043000147;GO;GOIANIA;30/08/2018
CDL PAULINIA;6640397;10541929000181;SP;PAULINIA;30/08/2018
CDM;3063879;13344551000386;BA;IRECE;30/08/2018
CDM;3275558;13344551000114;BA;XIQUE-XIQUE;30/08/2018
CDM MEDICINA NUCLEAR;2028174;49881154000129;SP;MARILIA;30/08/2018
CDM MEDICINA NUCLEAR;2789973;00865623000127;SP;BAURU;30/08/2018
CDM PETCT;7038925;14055587000140;SP;BAURU;30/08/2018
CDN DIAGNOSTICO POR IMAGEM;7249675;15684223000192;SP;SANTO ANDRE;30/08/2018
CDR;2019434;84490648000183;AM;MANAUS;30/08/2018
CDR;2281864;29473196000628;RJ;NOVA IGUACU;30/08/2018
CDR;2274736;29473196002086;RJ;SAO JOAO DE MERITI;30/08/2018
CDR ANIL;2295040;29473196001942;RJ;RIO DE JANEIRO;30/08/2018
CDR BARRA DO PIRAI;2287951;29473196001195;RJ;BARRA DO PIRAI;30/08/2018
CDR BOTAFOGO CL DE NEFROLOGIA;2280140;29473196000113;RJ;RIO DE JANEIRO;30/08/2018
CDR CASCADURA CL DE NEFROLOGIA;2285533;29473196001608;RJ;RIO DE JANEIRO;30/08/2018
CDR CENTRO CL DE NEFROLOGIA;5309786;29473196002833;RJ;RIO DE JANEIRO;30/08/2018
CDR CLINICA DE DOENCAS RENAIS;3322947;29473196002752;RJ;BARRA MANSA;30/08/2018
CDR CLINICA DE DOENCAS RENAIS MACAE;2697084;29473196001780;RJ;MACAE;30/08/2018
CDR COLOMBO;9003444;20394549000115;PR;COLOMBO;30/08/2018
CDR NITEROI;2273055;29473196000709;RJ;NITEROI;30/08/2018
CDR SERVICOS HOSPITALARES SAO CRISTOVAO;8640203;29473196003210;RJ;RIO DE JANEIRO;30/08/2018
CDR TAQUARA CL DE NEFROLOGIA;5160243;29473196002329;RJ;RIO DE JANEIRO;30/08/2018
CDR VICENTE DE CARVALHO CLINICA DE DOENCAS RENAIS;5662443;29473196003058;RJ;RIO DE JANEIRO;30/08/2018
CDS DIAGNOSTICOS;3083543;26983098000138;DF;BRASILIA;30/08/2018
CDV CENTRO DIAGNOSTICO VASCULAR;9119167;15668599000103;SP;SAO JOSE DO RIO PRETO;30/08/2018
CEADI;7589077;32608606000109;BA;SALVADOR;30/08/2018
CEAM;3177513;02500096000182;DF;BRASILIA;30/08/2018
CECAD;6541267;05488865000162;GO;GOIANIA;30/08/2018
CECAM CENTRO DE CARDIOLOGIA MORUMBI;3663108;02136603000140;SP;SAO PAULO;30/08/2018
CECAN CENTRO GAUCHO DO CANCER;2223473;00095775000198;RS;CAXIAS DO SUL;30/08/2018
CECOR;4005031;04990581000107;RR;BOA VISTA;30/08/2018
CEDACLIN;2018551;84124064000194;AM;MANAUS;30/08/2018
CEDAP;3669521;05300325000103;SP;BRAGANCA PAULISTA;30/08/2018
CEDAP CENTRO DIAGNOSTICO EM ANATOMIA PATOLOGICA;3389375;04279202000175;BA;FEIRA DE SANTANA;30/08/2018
CEDI CENTRO DE DIAGNOSTICO;3274373;36578565000106;RJ;MACAE;30/08/2018
CEDIATRON MADUREIRA;3259544;00236013000164;RJ;RIO DE JANEIRO;30/08/2018
CEDIBA;3490874;06289977000157;BA;SALVADOR;30/08/2018
CEDIC CEDILAB BARAO;6378153;61486650029327;MT;CUIABA;30/08/2018
CEDILA;2430037;11475720000120;PE;PETROLINA;30/08/2018
CEDILAB;5994918;06244732000103;MG;GALILEIA;30/08/2018
CEDIPAR;2587351;00207774000198;PR;MARINGA;30/08/2018
CEDIR;3564290;35311133000163;PE;RECIFE;30/08/2018
CEDIR CENTRO DE DIAGNOSTICOS AVANCADOS RECREIO SHOPPING;3164896;02466430000129;RJ;RIO DE JANEIRO;30/08/2018
CEDIRE VIDEO ENDOSCOPIA;5145163;11521101000124;PE;RECIFE;30/08/2018
CEDRO LABORATORIO POUSO ALEGRE;3584755;01359206000256;MG;POUSO ALEGRE;30/08/2018
CEDRO LABORATORIO STA RITA DO SAPUCAI;3938123;01359206000175;MG;SANTA RITA DO SAPUCAI;30/08/2018
CEFINTER;3196577;05346365000196;BA;CRUZ DAS ALMAS;30/08/2018
CEFIR;5709776;09037910000113;MG;CORONEL FABRICIANO;30/08/2018
CEFIR FISIOTERAPIA E REABILITACAO;3150429;02854572000163;RJ;RIO DE JANEIRO;30/08/2018
CEFIRA;5212790;07394571000105;MG;ALFENAS;30/08/2018
CEFISA CLINICA ESPECIALIZADA DE FISIOTERAPIA E ACUPUNTURA;5589835;04150105000188;SP;JUNDIAI;30/08/2018
CEFIT;7588216;11128024000147;PR;CURITIBA;30/08/2018
CEFOR CLINICA ESPECIALIZADA FISIOTERAPIA ORTOPEDICA SS LTDA;7572654;19337711000184;SP;CAMPINAS;30/08/2018
CEFRO;3350045;48139158000173;SP;SANTO ANDRE;30/08/2018
CEGIR CENTRO DE GINECOLOGIA E REPRODUCAO HUMANA LTDA;3205932;32325961000162;RJ;RIO DE JANEIRO;30/08/2018
CEIT CENTRO INTEGRADO DE TERAPIAS;6754015;13428973000178;RN;NATAL;30/08/2018
CEIT CENTRO INTEGRADO DE TERAPIAS;9116095;13428973000259;RN;NATAL;30/08/2018
CELAB;2532719;14758759000142;BA;IRECE;30/08/2018
CELAB LABORATORIO DE ANALISES CLINICAS;5719534;00536927000140;MG;MACHADO;30/08/2018
CELAPE;2742209;12267003000175;PR;GUARAPUAVA;30/08/2018
CELC CENTRO DE EXAMES LABORATORIAIS CALDI;5629233;06254467000144;PR;SANTO ANTONIO DA PLATINA;30/08/2018
CELL CENTRO DE ESTUDOS ESPECIALIZADOS E LABORATORIO;7468768;19309013000175;MG;BELO HORIZONTE;30/08/2018
CELP;6543391;08964791000181;RN;NATAL;30/08/2018
CELULA DIAGNOSTICO CITOLOGICOS LTDA;5338646;08257861000161;MS;CAMPO GRANDE;30/08/2018
CELULA LABORATORIO;6470378;10568812000191;MG;LEME DO PRADO;30/08/2018
CELULA LABORATORIO DE ANATOMIA PATOLOGICA E CITOPATOLOGIA;2171554;03564585000160;MG;JOAO MONLEVADE;30/08/2018
CELULLA LABORATORIO;2255553;90826041000124;RS;SANTA CRUZ DO SUL;30/08/2018
CEMAD;3643069;75515692000100;SC;FLORIANOPOLIS;30/08/2018
CEMEDFIR;2798646;01883992000105;RJ;ITAPERUNA;30/08/2018
CEMEDI HERMES PARDINI;7353952;16891885000104;MG;SETE LAGOAS;30/08/2018
CEMEF;3382680;06308075000110;SE;LAGARTO;30/08/2018
CEMEFF;3360318;07605892000101;CE;FORTALEZA;30/08/2018
CEMEFIR;3053113;81173072000132;PR;CURITIBA;30/08/2018
CEMISE;3279375;16456022000109;SE;ARACAJU;30/08/2018
CEN CENTRO DE ENDOCRINOLOGIA DE NATAL LTDA;3358313;08704439000107;RN;NATAL;30/08/2018
CENAC CENTRO DE ANALISES CLINICAS;3425371;04951393000170;BA;CARAVELAS;30/08/2018
CENAM CENTRO DE NEFROLOGIA AMPARO LTDA;6792073;11839161000190;SP;AMPARO;30/08/2018
CENAPA;2039311;50446921000150;SP;LORENA;30/08/2018
CENDAL;3118851;01785314000100;PB;JOAO PESSOA;30/08/2018
CENSO CENTRO DE SAUDE OCUPACIONAL;6386636;10819016000184;MG;SETE LAGOAS;30/08/2018
CENTER FISIO;7428936;18419410000137;PE;RECIFE;30/08/2018
CENTER MED;3137708;04566291000130;MT;CUIABA;30/08/2018
CENTERFISIO;3113612;03040992000179;SP;PRAIA GRANDE;30/08/2018
CENTERLAB;9136991;22516905000151;PE;NAZARE DA MATA;30/08/2018
CENTERLAB ITAPEVA;2034751;03132801000107;SP;ITAPEVA;30/08/2018
CENTERLIFE FISIOTERAPIA;5031079;03746622000151;SC;BLUMENAU;30/08/2018
CENTRAL CLINIC;3416224;02383508000141;SP;SAO BERNARDO DO CAMPO;30/08/2018
CENTRAL DE EXAMES LABORATORIO CLINICO LTDA;2303159;02431753000187;SC;ITAPEMA;30/08/2018
CENTRAL DO EXAME LABORATORIO DE ANALISES CLINICAS;5057167;07559619000180;SC;PRAIA GRANDE;30/08/2018
CENTRAL LAB;3313670;02540603000101;MS;MIRANDA;30/08/2018
CENTRAL LAB;2169320;01236625000110;MG;CAPELINHA;30/08/2018
CENTRAL LABORATORIO CLINICO;7270925;17960189000167;ES;PANCAS;30/08/2018
CENTRALLAB CENTRAL DE ANALISES LABORATORIAIS;3400719;06328947000102;PB;CAJAZEIRAS;30/08/2018
CENTRALLAB CENTRAL DE ANALISES LABORATORIAIS LTDA EPP;7837658;06328947001265;CE;JUAZEIRO DO NORTE;30/08/2018
CENTRANALISES;3164942;40781882000194;RN;MOSSORO;30/08/2018
CENTRO AUDITIVO CHAPECO;6978258;05898769000192;SC;CHAPECO;30/08/2018
CENTRO AUDITIVO DO PARA;9054944;21876788000174;PA;BELEM;30/08/2018
CENTRO CARDIOLOGICO DE ARAGUARI;3568318;22240279000113;MG;ARAGUARI;30/08/2018
CENTRO CARDIOLOGICO DE GUARAPARI LTDA;3960269;03778303000128;ES;GUARAPARI;30/08/2018
CENTRO CITOLOGICO DE IMPERATRIZ;2531259;04259986000170;MA;IMPERATRIZ;30/08/2018
CENTRO CLINICO DE REABILITACAO DO PARA;5135710;34856203000104;PA;BELEM;30/08/2018
CENTRO CLINICO EM PSICOLOGIA PSICOPEDAGOGIA E FONOAUDI;3380424;03549969000104;PI;TERESINA;30/08/2018
CENTRO CLINICO ESPECIALIZADO VITTALE;6428521;05659012000146;MG;PARACATU;30/08/2018
CENTRO CLINICO KATRIX;7783779;21402042000129;SP;SAO PAULO;30/08/2018
CENTRO CLINICO METROPOLITANO LTDA;3375153;40854218000128;PE;JABOATAO DOS GUARARAPES;30/08/2018
CENTRO CLINICO SAINT MARIE;5275415;07714950000127;SP;GUARULHOS;30/08/2018
CENTRO CLINICO SALUTE;7198302;10428714000159;MG;IPATINGA;30/08/2018
CENTRO DE ANALISES CLINICAS PASTEUR PIRENOPOLISGO;2535009;25036203000169;GO;PIRENOPOLIS;30/08/2018
CENTRO DE ANATOMIA PATOLOGICA E CITOLOGIA;2337940;01234848000148;GO;GOIANIA;30/08/2018
CENTRO DE ANATOMOPATOLOGIA SC LTDA;2363143;08526105000190;PB;CAMPINA GRANDE;30/08/2018
CENTRO DE ATIVIDADES FISIOTERAPEUTICAS LTDA S C;6389600;11202691000122;ES;SAO JOSE DO CALCADO;30/08/2018
CENTRO DE CIRURGIA OCULAR JARDINS;3241335;50601608000140;SP;SAO PAULO;30/08/2018
CENTRO DE DIAGNOSTICO BAHIA SUL;6575641;06252389000149;BA;EUNAPOLIS;30/08/2018
CENTRO DE DIAGNOSTICO BOM JESUS;2361175;76630342000157;PR;CURITIBA;30/08/2018
CENTRO DE DIAGNÓSTICO BORIS BERENSTEIN;2430835;12857736000160;PE;RECIFE;30/08/2018
CENTRO DE DIAGNÓSTICO BORIS BERENSTEIN;6957730;12857736000402;PE;RECIFE;30/08/2018
CENTRO DE DIAGNÓSTICO BORIS BERENSTEIN;7642458;12857736000674;PE;OLINDA;30/08/2018
CENTRO DE DIAGNÓSTICO BORIS BERENSTEIN;28118;;PE;CABO DE SANTO AGOSTINHO;30/08/2018
CENTRO DE DIAGNÓSTICO BORIS BERENSTEIN;5858712;12857736000593;PE;JABOATÃO DOS GUARARAPES;30/08/2018
CENTRO DE DIAGNOSTICO CITOLOGICO;3211614;05643103000193;RJ;CABO FRIO;30/08/2018
CENTRO DE DIAGNOSTICO DESCALVADO;2747049;47060785000151;SP;DESCALVADO;30/08/2018
CENTRO DE DIAGNOSTICO EM CARDIOLOGIA;6087388;02609250000159;SP;MOGI DAS CRUZES;30/08/2018
CENTRO DE DIAGNOSTICO INTEGRADO;9010688;02170565000304;RJ;NITEROI;30/08/2018
CENTRO DE DIAGNOSTICO INTEGRADO SC;3466981;02170565000142;RJ;SAO GONCALO;30/08/2018
CENTRO DE DIAGNOSTICO LABORATORIAL PRO LAB;2599678;04685133000108;MS;CAMPO GRANDE;30/08/2018
CENTRO DE DIAGNOSTICO LABORATORIAS KAIROS;6714528;12593611000170;PR;SANTA TEREZINHA DE ITAIPU;30/08/2018
CENTRO DE DIAGNOSTICO SANTA CLARA;5931622;09467191000170;PR;UMUARAMA;30/08/2018
CENTRO DE DIAGNOSTICOS CONTROLE RIBEIRAO PRETO;2076527;02317009000156;SP;RIBEIRAO PRETO;30/08/2018
CENTRO DE DIAGNOSTICOS DAVILA;6261043;10266980000122;MG;SAO DOMINGOS DO PRATA;30/08/2018
CENTRO DE DIALISE DO VALE DO ASSU CDA;5563127;08035106000132;RN;ACU;30/08/2018
CENTRO DE ENDOSCOPIA DIGESTIVA S C LTDA;3997715;03507948000126;SP;ITAPIRA;30/08/2018
CENTRO DE ENDOSCOPIA RIO PRETO;2705060;63891675000198;SP;SAO JOSE DO RIO PRETO;30/08/2018
CENTRO DE FISIOTERAPIA;2262355;92990043000180;RS;PORTO ALEGRE;30/08/2018
CENTRO DE FISIOTERAPIA;3543943;01444426000105;MG;BELO HORIZONTE;30/08/2018
CENTRO DE FISIOTERAPIA AVANCADA CEFISA;3067319;04201189000131;MG;BARBACENA;30/08/2018
CENTRO DE FISIOTERAPIA CORTARELLI;5590914;08428467000149;SP;JABOTICABAL;30/08/2018
CENTRO DE FISIOTERAPIA DA COLUNA ESCOLA DE POSTURAS;2189615;22331649000128;MG;CONTAGEM;30/08/2018
CENTRO DE FISIOTERAPIA DENARDI;3905799;80605181000119;PR;PARANAGUA;30/08/2018
CENTRO DE FISIOTERAPIA DO RIO DE JANEIRO;9172475;00274101000150;RJ;RIO DE JANEIRO;30/08/2018
CENTRO DE FISIOTERAPIA E ERGONOMIA DE CATALAO;3861422;01705110000111;GO;CATALAO;30/08/2018
CENTRO DE FISIOTERAPIA E REABILITACAO DR NELSON RISSE;6469248;02854889000108;RJ;RIO DE JANEIRO;30/08/2018
CENTRO DE FISIOTERAPIA ESPECIALIZADA FISIGOIS;3713695;04758373000187;RJ;RIO DE JANEIRO;30/08/2018
CENTRO DE FISIOTERAPIA ITUPAVA;3100057;80765233000114;PR;CURITIBA;30/08/2018
CENTRO DE FISIOTERAPIA LTDA;5015340;92990043000260;RS;PORTO ALEGRE;30/08/2018
CENTRO DE FISIOTERAPIA NOSSA SENHORA APARECIDA MATAO;3974731;01640295000123;SP;MATAO;30/08/2018
CENTRO DE FISIOTERAPIA SAO FRANCISCO;3832783;01620930000100;RS;CANOAS;30/08/2018
CENTRO DE FONOAUDIOLOGIA CLINICA MONTE ALTO;3146286;23624197000135;SP;MONTE ALTO;30/08/2018
CENTRO DE GENETICA MEDICA DO RIO DE JANEIRO;7222653;14894469000126;RJ;RIO DE JANEIRO;30/08/2018
CENTRO DE HEMATOLOGIA;5134110;19147523000193;SP;SANTOS;30/08/2018
CENTRO DE INFUSAO DE BIOLOGICOS DE MT;6584276;10276828000120;MT;CUIABA;30/08/2018
CENTRO DE MEDICINA DIAGNOSTICA;5329922;08349768000187;RS;LAJEADO;30/08/2018
CENTRO DE MEDICINA FISICA E REABILITACAO;3227200;06331246000122;MG;BELO HORIZONTE;30/08/2018
CENTRO DE MEDICINA NUCLEAR DA GUANABARA MATRIZ;2698854;42271262000130;RJ;RIO DE JANEIRO;30/08/2018
CENTRO DE MEDICINA NUCLEAR DA GUANABARA TIJUCA;2298732;42271262003580;RJ;RIO DE JANEIRO;30/08/2018
CENTRO DE MEDICINA NUCLEAR DE RONDONIA;6583202;11461768000189;RO;PORTO VELHO;30/08/2018
CENTRO DE OLHOS;3977188;05029480000137;RS;PORTO ALEGRE;30/08/2018
CENTRO DE OLHOS HOSPITAL DIA;7349165;17345001000170;RS;PORTO ALEGRE;30/08/2018
CENTRO DE ONCOLOGIA DE CARUARU;2315157;35668094000156;PE;CARUARU;30/08/2018
CENTRO DE ONCOLOGIA UNIMED CHAPECO;6347312;85283299000434;SC;CHAPECO;30/08/2018
CENTRO DE PATOLOGIA CLINICA;2656574;24518458000103;RN;NATAL;30/08/2018
CENTRO DE PATOLOGIA CLINICA DO SERIDO LTDA;2665832;24531691000118;RN;CAICO;30/08/2018
CENTRO DE PATOLOGIA DE CURITIBA;16179;00273762000161;PR;CURITIBA;30/08/2018
CENTRO DE PATOLOGIA DE POUSO ALEGRE;3423190;03399449000162;MG;POUSO ALEGRE;30/08/2018
CENTRO DE PATOLOGIA DE TERESOPOLIS;2292505;29588050000113;RJ;TERESOPOLIS;30/08/2018
CENTRO DE REABILITACAO 3JB;6322042;32221582000122;RJ;RIO DE JANEIRO;30/08/2018
CENTRO DE REABILITACAO DRA MAINARDI;6853269;05660067000176;RJ;RIO DE JANEIRO;30/08/2018
CENTRO DE REABILITACAO E HIDROTERAPIA SAINT RAPHAEL S C LTDA;3923940;04735264000144;SP;SANTOS;30/08/2018
CENTRO DE REABILITACAO E READAP DR HENRIQUE SANTILLO CRER;2673932;05029600000104;GO;GOIANIA;30/08/2018
CENTRO DE REABILITACAO FISIOVIDA;5209617;06257122000144;MG;BAEPENDI;30/08/2018
CENTRO DE REABILITACAO INTEGRADA;2521733;01390128000171;SC;SAO BENTO DO SUL;30/08/2018
CENTRO DE REABILITACAO PORTUGAL;7222661;16843281000184;RJ;RIO DE JANEIRO;30/08/2018
CENTRO DE REABILITACAO REUTER;2779889;03704992000126;PR;MARECHAL CANDIDO RONDON;30/08/2018
CENTRO DE SAUDE APLICADA SC LTDA;3277194;01565345000155;SE;ARACAJU;30/08/2018
CENTRO DE SAUDE FG;2801515;04469380000169;BA;GUANAMBI;30/08/2018
CENTRO DE SAUDE MONTE CASTELO;6435831;11483681000102;PR;SANTA CRUZ DE MONTE CASTELO;30/08/2018
CENTRO DE TRATAMENTO DE TUMORES BOTAFOGO;3206416;00717088000167;RJ;RIO DE JANEIRO;30/08/2018
CENTRO DE VIDEOENDOSCOPIA;3879615;26915546000166;GO;GOIANIA;30/08/2018
CENTRO DIAG E LAB CECILIA;2589567;02681101000109;GO;APARECIDA DE GOIANIA;30/08/2018
CENTRO DIAGNOSTICO CAIEIRAS;3235041;02940341000172;SP;CAIEIRAS;30/08/2018
CENTRO DIAGNOSTICO DE CALIFORNIA;3300617;05422469000132;PR;CALIFORNIA;30/08/2018
CENTRO DIAGNOSTICO DE PATOLOGIA LTDA;3740935;06307945000137;MG;UBERLANDIA;30/08/2018
CENTRO DIAGNOSTICO LABORATORIAL ANALISES;6482724;04381787000130;MG;CARMO DO PARANAIBA;30/08/2018
CENTRO DIAGNOSTICO PADRE VICTOR;2132729;01599348000100;MG;CANDEIAS;30/08/2018
CENTRO DIAGNOSTICO SC LTDA;3224511;01108792000185;SP;MAUA;30/08/2018
CENTRO ESPECIALIZADO DE FONOAUDIOLOGIA;7000081;15056709000186;MT;BARRA DO GARCAS;30/08/2018
CENTRO ESPECIALIZADO DE REAB EM TERAPIA OCUPACIONAL E FONOAU;5711223;04485318000160;MG;IPATINGA;30/08/2018
CENTRO ESPECIALIZADO EM RADIOLOGIA ODONTOLOGICA;5492874;02879744000153;GO;GOIANIA;30/08/2018
CENTRO FISIOTERAPEUTICO IPANEMA;7941560;73422537000113;RJ;RIO DE JANEIRO;30/08/2018
CENTRO GASTROENTEROLOGIA E ENDOSCOPIA FERNANDOPOLIS;3934675;06647453000190;SP;FERNANDOPOLIS;30/08/2018
CENTRO GASTROENTEROLOGICO LTDA;3718808;06763168000135;MG;BELO HORIZONTE;30/08/2018
CENTRO GONCALENSE DE PATOLOGIA LTDA;2293323;29202637000142;RJ;SAO GONCALO;30/08/2018
CENTRO INTEGRADO DE CITOLOGIA E COLPOSCOPIA;2802260;23986953000176;MG;ARAGUARI;30/08/2018
CENTRO INTEGRADO DE FISIOTERAPIA;6264107;10758846000149;PR;LOANDA;30/08/2018
CENTRO INTEGRADO DE FISIOTERAPIA LEME;3888185;07836912000147;SP;LEME;30/08/2018
CENTRO LABORATORIAL DE ANALISES MEDICAS CLAM;2711621;11463395000185;PE;AFOGADOS DA INGAZEIRA;30/08/2018
CENTRO MEDICO ALFA;3300757;58176322000176;SP;SANTO ANDRE;30/08/2018
CENTRO MEDICO ALPHAVILLE LTDA;3772403;03757266000171;SP;BARUERI;30/08/2018
CENTRO MEDICO AMBULATORIAL;2614472;00829491000188;PA;PARAUAPEBAS;30/08/2018
CENTRO MEDICO ANATOMIA PATOLOGICA E CITOLOGIA;2118866;18947291000195;MG;GOVERNADOR VALADARES;30/08/2018
CENTRO MEDICO ATUAL;2589540;03216665000125;GO;APARECIDA DE GOIANIA;30/08/2018
CENTRO MEDICO AZARIAS;6335357;10740270000192;SP;BAURU;30/08/2018
CENTRO MEDICO COPACABANA LTDA;3052567;28991826000189;RJ;RIO DE JANEIRO;30/08/2018
CENTRO MEDICO DE ESPECIALIDADES AMPARO LTDA;7009003;14739164000140;SP;AMPARO;30/08/2018
CENTRO MEDICO DE OFTALMOLOGIA E RETINA;7495528;19477254000123;PB;PATOS;30/08/2018
CENTRO MEDICO DE OLHOS;7009038;13685069000148;ES;SERRA;30/08/2018
CENTRO MEDICO DIAGNOSTICO SOROCABA;5129796;54333679000160;SP;SOROCABA;30/08/2018
CENTRO MEDICO DRA NIVEA FIALHO;3411737;02301775000122;PE;RECIFE;30/08/2018
CENTRO MEDICO E CINESIOTERAPIA DA COLUNA E JOELHO;3100863;81394660000104;PR;CURITIBA;30/08/2018
