"ORIGEM";"NOME FANTASIA";"CNES";"CNPJ";"UF";"MUNICIPIO";"DATA DE ATUALIZACAO";"OBSERVACAO"
"HOSPITAIS";"MATERNIDADE SAUDE DA CRIANCA";"=""5332427""";"=""63846455000142""";"PA";"BELEM";"";""
"HOSPITAIS";"MATERNIDADE SINHA JUNQUEIRA";"=""2078791""";"=""56014830000122""";"SP";"RIBEIRAO PRETO";"";""
"HOSPITAIS";"NATAL HOSPITAL CENTER";"=""2656930""";"=""02109397000180""";"RN";"NATAL";"";""
"HOSPITAIS";"NOSSA SENHORA DE FATIMA HOSPITAL DA MULHER E MATERNIDADE";"=""0015717""";"=""76583160000415""";"PR";"CURITIBA";"";""
"HOSPITAIS";"OURO PRETO SANTA CASA DE OURO PRETO";"=""2163829""";"=""23065329000136""";"MG";"OURO PRETO";"";""
"HOSPITAIS";"PAX CLINICA PSIQUIATRICA";"=""2589672""";"=""01250414000131""";"GO";"APARECIDA DE GOIANIA";"";""
"HOSPITAIS";"PREMIER RESIDENCE HOSPITAL";"=""3477355""";"=""07028113000144""";"SP";"SAO PAULO";"";""
"HOSPITAIS";"PROCARDIO";"=""2309033""";"=""69420156000128""";"MA";"SAO LUIS";"";""
"HOSPITAIS";"PROCARDIO HOSPITAL MEMORIAL SAO FRANCISCO";"=""3398315""";"=""08973539000139""";"PB";"JOAO PESSOA";"";""
"HOSPITAIS";"PRONCOR";"=""2599848""";"=""03121241000268""";"MS";"CAMPO GRANDE";"";""
"HOSPITAIS";"PRONTO SOCORRO INFANTIL DE GOIANIA";"=""2338130""";"=""01545649000150""";"GO";"GOIANIA";"";""
"HOSPITAIS";"PRONTO SOCORRO PARA QUEIMADURAS LTDA";"=""2338416""";"=""01588128000180""";"GO";"GOIANIA";"";""
"HOSPITAIS";"PRONTOBABY HOSPITAL DA CRIANCA";"=""5160308""";"=""33472200000104""";"RJ";"RIO DE JANEIRO";"";""
"HOSPITAIS";"PRONTOCLINICA PASSO FUNDO";"=""3141330""";"=""90619818000180""";"RS";"PASSO FUNDO";"";""
"HOSPITAIS";"PRONTONORTE";"=""3019616""";"=""00511816000180""";"DF";"BRASILIA";"";""
"HOSPITAIS";"REDE PRIMAVERA HOSPITAL PRIMAVERA";"=""6003494""";"=""13356779000124""";"SE";"ARACAJU";"";""
"HOSPITAIS";"SABARA SANTA CASA DE MISERICORDIA DE SABARA";"=""2117282""";"=""24315681000145""";"MG";"SABARA";"";""
"HOSPITAIS";"SAGRAT COR HOSPITAL";"=""2017741""";"=""01397718000126""";"AM";"MANAUS";"";""
"HOSPITAIS";"SAMER HOSPITAL";"=""2299216""";"=""29072642000188""";"RJ";"RESENDE";"";""
"HOSPITAIS";"SANTA CASA DA MISERICORDIA DE SAO JOAO DEL REI";"=""2161354""";"=""24729097000136""";"MG";"SAO JOAO DEL REI";"";""
"HOSPITAIS";"SANTA CASA DE ALEGRETE";"=""2248328""";"=""87200929000142""";"RS";"ALEGRETE";"";""
"HOSPITAIS";"SANTA CASA DE ANDRADAS";"=""2775956""";"=""16731630000176""";"MG";"ANDRADAS";"";""
"HOSPITAIS";"SANTA CASA DE CORNELIO PROCOPIO";"=""2582449""";"=""76256064000110""";"PR";"CORNELIO PROCOPIO";"";""
"HOSPITAIS";"SANTA CASA DE FERNANDOPOLIS";"=""2093324""";"=""47844287000108""";"SP";"FERNANDOPOLIS";"";""
"HOSPITAIS";"SANTA CASA DE IBIA";"=""2181029""";"=""20049300000172""";"MG";"IBIA";"";""
"HOSPITAIS";"SANTA CASA DE JAU";"=""2791722""";"=""50753631000150""";"SP";"JAU";"";""
"HOSPITAIS";"SANTA CASA DE MARILIA";"=""2083116""";"=""52049244000162""";"SP";"MARILIA";"";""
"HOSPITAIS";"SANTA CASA DE MISERICORDIA DE CACHOEIRO DE ITAPEMIRIM";"=""2485680""";"=""27187087000104""";"ES";"CACHOEIRO DE ITAPEMIRIM";"";""
"HOSPITAIS";"SANTA CASA DE MISERICORDIA DE ITAPEVA";"=""2027186""";"=""49797293000179""";"SP";"ITAPEVA";"";""
"HOSPITAIS";"SANTA CASA DE MISERICORDIA DE ITAPIRA";"=""2084287""";"=""49911985000104""";"SP";"ITAPIRA";"";""
"HOSPITAIS";"SANTA CASA DE MISERICORDIA DE PELOTAS";"=""2253054""";"=""92219559000125""";"RS";"PELOTAS";"";""
"HOSPITAIS";"SANTA CASA DE MISERICORDIA DE SAO JOSE DO RIO PRETO";"=""2798298""";"=""59981712000181""";"SP";"SAO JOSE DO RIO PRETO";"";""
"HOSPITAIS";"SANTA CASA DE MISERICORDIA DE TATUI";"=""2079135""";"=""72189582000107""";"SP";"TATUI";"";""
"HOSPITAIS";"SANTA CASA DE MISERICORDIA DO HOSP SAO FRANCISCO DE ASSIS";"=""2139200""";"=""25268012000122""";"MG";"TRES PONTAS";"";""
"HOSPITAIS";"SANTA CASA DE RIO CLARO";"=""2082888""";"=""56384183000140""";"SP";"RIO CLARO";"";""
"HOSPITAIS";"SANTA CASA DE SAO GABRIEL";"=""2248204""";"=""96593322000160""";"RS";"SAO GABRIEL";"";""
"HOSPITAIS";"SANTA CASA DE VOTUPORANGA";"=""2081377""";"=""72957814000120""";"SP";"VOTUPORANGA";"";""
"HOSPITAIS";"SANTA CASA HOSP DR ARISTOTELES OLIVEIRA MARTINS PRES PRUDENT";"=""2080532""";"=""55344337000108""";"SP";"PRESIDENTE PRUDENTE";"";""
"HOSPITAIS";"SANTA CASA MISERICORDIA BARBACENA";"=""2138875""";"=""17082892000110""";"MG";"BARBACENA";"";""
"HOSPITAIS";"SANTA MARIA CENTRO DE ATENCAO EM PSIQUIATRIA";"=""0027774""";"=""17247297000197""";"MG";"BELO HORIZONTE";"";""
"HOSPITAIS";"SANTA SANTA CASA";"=""2164620""";"=""16908600000192""";"MG";"ARAXA";"";""
"HOSPITAIS";"SAO BERNARDO APART HOSPITAL";"=""5678838""";"=""07039651000134""";"ES";"COLATINA";"";""
"HOSPITAIS";"SEMEC CENTRO MEDICO HOSPITALAR AGENOR PAIVA";"=""3001814""";"=""15140254000182""";"BA";"SALVADOR";"";""
"HOSPITAIS";"SOCIEDADE MAE DA DIVINA PROVIDENCIAHOSP N SRA DOS PRAZERES";"=""2500431""";"=""84942887000127""";"SC";"LAGES";"";""
"HOSPITAIS";"SOCIEDADE MAE DA DIVINA PROVIDENCIAHOSP N SRA DOS PRAZERES";"=""2504316""";"=""84942887000127""";"SC";"LAGES";"";""
"HOSPITAIS";"SOS CARDIO";"=""3327337""";"=""85307098000187""";"SC";"FLORIANOPOLIS";"";""
"HOSPITAIS";"UBERLANDIA MEDICAL CENTER";"=""7433867""";"=""17087591000189""";"MG";"UBERLANDIA";"";""
"HOSPITAIS";"UNIMED VITORIA COOPERATIVA DE TRABALHO MEDICO";"=""7581467""";"=""27578434002769""";"ES";"VITORIA";"";""
"SADT";"02 CTG CENTRO DE TTO DE FERIDAS E MEDICINA HIPERBARICA";"=""9132082""";"=""24786340000158""";"MG";"CONTAGEM";"2018-08-30";""
"SADT";"02JF CENTRO DE OXIGENIOTERAPIA HIPERBARICA";"=""7518129""";"=""17525444000143""";"MG";"JUIZ DE FORA";"2018-08-30";""
"SADT";"A C CAMARGO CANCER CENTER";"=""2077531""";"=""60961968000106""";"SP";"SAO PAULO";"2018-08-30";""
"SADT";"A M P DE SOUZA FONOAUDIOLOGIA ME";"=""9167773""";"=""23028239000175""";"SP";"LINS";"2018-08-30";""
"SADT";"A POSITIVO LABORATORIO";"=""6908721""";"=""11709809000103""";"MG";"TAIOBEIRAS";"2018-08-30";""
"SADT";"A VIEIRA CLINICA MEDICA";"=""3862100""";"=""01502884000145""";"BA";"SALVADOR";"2018-08-30";""
"SADT";"AA2 INSTITUTO SAUDE DIAGNOSTICO";"=""6025226""";"=""09292185000120""";"SP";"PROMISSAO";"2018-08-30";""
"SADT";"ABADS";"=""3210022""";"=""60805975000119""";"SP";"SAO PAULO";"2018-08-30";""
"SADT";"ABR SERVICOS";"=""3152634""";"=""01507355000134""";"RJ";"NOVA IGUACU";"2018-08-30";""
"SADT";"ACADEMIA VOZ E VIDA";"=""7968469""";"=""24413092000108""";"RJ";"RIO DE JANEIRO";"2018-08-30";""
"SADT";"ACAO E SAUDE PILATIS FISIOTERAPIA E RPG";"=""2262444""";"=""65163685000132""";"MG";"BELO HORIZONTE";"2018-08-30";""
"SADT";"ACC CLINICA DE FISIOTERAPIA LTDA";"=""3678342""";"=""72338718000101""";"RS";"PORTO ALEGRE";"2018-08-30";""
"SADT";"ACERTA LABORATORIO";"=""7669275""";"=""19949211000101""";"PE";"ARCOVERDE";"2018-08-30";""
"SADT";"ACQUA LIFE";"=""7634773""";"=""20335590000110""";"SP";"ITAQUAQUECETUBA";"2018-08-30";""
"SADT";"ACQUAFISIO";"=""5620104""";"=""07912486000183""";"MG";"BELO HORIZONTE";"2018-08-30";""
"SADT";"ACREDITAR TOCANTINS";"=""6059104""";"=""09378824000174""";"TO";"ARAGUAINA";"2018-08-30";""
"SADT";"ACSAMPAIO DIAGNOSTICOS LTDA ME";"=""7971400""";"=""24095017000138""";"ES";"LINHARES";"2018-08-30";""
"SADT";"ACUQUAFISIO";"=""3048748""";"=""01364424000106""";"PE";"CARUARU";"2018-08-30";""
"SADT";"ADOLFO LUTZ";"=""3179028""";"=""00918889000190""";"CE";"FORTALEZA";"2018-08-30";""
"SADT";"ADOLFO LUTZ PEQUISA E DIAGNOSTICO";"=""7073259""";"=""11040626000148""";"PE";"RECIFE";"2018-08-30";""
"SADT";"ADS TELEMEDICINA";"=""3813762""";"=""02698518000176""";"BA";"SALVADOR";"2018-08-30";""
"SADT";"AFAC ULTRA SONOGRAFIA";"=""3164039""";"=""33967142000181""";"BA";"SALVADOR";"2018-08-30";""
"SADT";"AFFETOS";"=""7605862""";"=""20892276000139""";"SP";"JACAREI";"2018-08-30";""
"SADT";"AGAPE FISIOTERAPIA E ESTETICA";"=""7445849""";"=""10386981000100""";"RJ";"RIO DE JANEIRO";"2018-08-30";""
"SADT";"AGENCIA TRANSFUSIONAL SINHA JUNQUEIRA";"=""2045613""";"=""55980882001243""";"SP";"RIBEIRAO PRETO";"2018-08-30";""
"SADT";"AGILIS LABORATORIO DE PATOLOGIA LTDA";"=""6529798""";"=""10290826000277""";"ES";"LINHARES";"2018-08-30";""
"SADT";"AGILIS LABORATORIO DE PATOLOGIA LTDA";"=""6309747""";"=""10290826000196""";"ES";"VITORIA";"2018-08-30";""
"SADT";"AGS LABORATORIO DE ANALISES CLINICAS";"=""5883636""";"=""86951191000192""";"MS";"DOURADOS";"2018-08-30";""
"SADT";"AKC DIAGNOSTICOS";"=""9141456""";"=""04721117000204""";"DF";"BRASILIA";"2018-08-30";""
"SADT";"AL LABORATORIO DE ANALISES CLINICAS E CITOLOGICAS";"=""9153527""";"=""11040626000229""";"PE";"RECIFE";"2018-08-30";""
"SADT";"ALBOR DIAGNOSTICOS";"=""2060671""";"=""00547516000150""";"SP";"SAO CAETANO DO SUL";"2018-08-30";""
"SADT";"ALBRECHT CLINICA INTEGRADA DE REABILITACAO";"=""3242668""";"=""01488598000172""";"RS";"SAO LEOPOLDO";"2018-08-30";""
"SADT";"ALCANCE CLINICA DE FISIOTERAPIA LTDA";"=""3247570""";"=""03353379000101""";"MG";"BELO HORIZONTE";"2018-08-30";""
"SADT";"ALCANTARA E ENGLEITNER";"=""3096963""";"=""02072207000105""";"MS";"RIO VERDE DE MATO GROSSO";"2018-08-30";""
"SADT";"ALCLIN LIBERDADE";"=""3775461""";"=""33921495000302""";"BA";"SALVADOR";"2018-08-30";""
"SADT";"ALCLIN PITUBA";"=""2752840""";"=""33921495000140""";"BA";"SALVADOR";"2018-08-30";""
"SADT";"ALEXANDRE ARAUJO VIANNA RIBEIRO";"=""3547906""";"=""13115929000108""";"RJ";"ANGRA DOS REIS";"2018-08-30";""
"SADT";"ALEXANDRE MERCADANTE REABILITACOES";"=""5855756""";"";"SP";"JACAREI";"2018-08-30";""
"SADT";"ALFA DIAGNOSTICO";"=""5128870""";"=""07933897000155""";"ES";"IUNA";"2018-08-30";""
"SADT";"ALFA LABORATORIO DE ANALISES CLINICAS";"=""6416918""";"=""02850329000177""";"TO";"PARAISO DO TOCANTINS";"2018-08-30";""
"SADT";"ALFALAB ANALISES CLINICAS";"=""5324432""";"=""08226835000176""";"MG";"SAO JOAO NEPOMUCENO";"2018-08-30";""
"SADT";"ALLMED SERVICOS MEDICOS";"=""3143880""";"=""73524928000149""";"SP";"SAO PAULO";"2018-08-30";""
"SADT";"ALMEIDA E CUNHA LABORATORIO DE ANALISES CLINICA";"=""7560028""";"=""20686310000119""";"MG";"ICARAI DE MINAS";"2018-08-30";""
"SADT";"ALTA CONSULTORIO DE NEUROLOGIA LTDA";"=""6342434""";"=""07505713000156""";"MG";"BELO HORIZONTE";"2018-08-30";""
"SADT";"ALTANALISE LABORATORIO DE ANALISES CLINICAS LTDA";"=""6550460""";"=""10945955000175""";"ES";"MARILANDIA";"2018-08-30";""
"SADT";"ALTO PADRAO LABORATORIO DE ANAL CLINICAS E PATOLOGICAS LTDA";"=""66302467""";"=""12377868000194""";"GO";"MORRINHOS";"2018-08-30";"-MAIOR QUE 7-"
"SADT";"ALVIM LABORATORIO DE ANALISES CLINICAS";"=""5612748""";"=""08886773000129""";"MT";"TANGARA DA SERRA";"2018-08-30";""
"SADT";"AMENEG ASSIST MEDICA E NEFROLOGIA DE GUARULHOS";"=""2071290""";"=""59650366000159""";"SP";"GUARULHOS";"2018-08-30";""
"SADT";"AMI";"=""7444095""";"=""18565519000182""";"MG";"UBERLANDIA";"2018-08-30";""
"SADT";"AMICE CLINICA";"=""8630501""";"=""10256215000121""";"GO";"GOIANIA";"2018-08-30";""
"SADT";"AMIG ASSOCIACAO MEDICA IGUATEM";"=""6832229""";"=""05970593000132""";"RJ";"RIO DE JANEIRO";"2018-08-30";""
"SADT";"AMPIEZZA CLINICAS INTEGRADAS LTDA";"=""6877214""";"=""13888605000102""";"DF";"BRASILIA";"2018-08-30";""
"SADT";"ANA CARLA ZAGO FISIOTERAPIA";"=""7864310""";"=""23399857000121""";"SP";"BAURU";"2018-08-30";""
"SADT";"ANA PAULA BADUY OTORRINOLARINGOLOGIA";"=""3090248""";"=""03739826000165""";"PR";"CURITIBA";"2018-08-30";""
"SADT";"ANA PAULA PERES DE CASTRO";"=""5861098""";"";"RJ";"NITEROI";"2018-08-30";""
"SADT";"ANACLI";"=""2401991""";"=""05133454000154""";"BA";"FEIRA DE SANTANA";"2018-08-30";""
"SADT";"ANACLIN";"=""2098008""";"=""20322798000103""";"MG";"VICOSA";"2018-08-30";""
"SADT";"ANACLIN LABORATORIO DE ANALISES CLINICAS";"=""3213552""";"=""81398018000195""";"PR";"SAO JOSE DOS PINHAIS";"2018-08-30";""
"SADT";"ANALAB";"=""2796538""";"=""03854139000190""";"MG";"LIBERDADE";"2018-08-30";""
"SADT";"ANALAB LAB DE ANALISES CLINICAS LTDA";"=""6901913""";"=""13847842000125""";"MG";"SARDOA";"2018-08-30";""
